ID,item_id,item_cnt_month
451,2875,2
452,2876,2
453,2877,2
454,2878,2
455,2882,2
456,2918,2
457,1730,0
458,1971,2
459,1914,2
460,20949,39
461,21364,2
462,21369,2
463,21377,2
464,21404,2
465,21449,0
466,21450,0
467,21467,0
468,21604,0
469,21669,2
470,21937,2
471,21967,2
472,21830,2
473,21844,0
474,22001,2
475,22002,4
476,22118,0
477,22167,2
478,560,2
479,21671,0
480,20400,0
481,20401,0
482,20434,2
483,20604,2
484,20606,2
485,20607,2
486,20608,2
487,20611,2
488,20612,0
489,20613,6
490,20616,2
491,20836,0
492,20866,2
493,562,0
494,19894,2
495,839,2
496,978,2
497,1580,0
498,1583,16
499,1584,0
500,1585,0
501,1534,2
502,1535,2
503,1788,0
504,1814,3
505,1847,2
506,1876,3
507,1670,2
508,1572,2
509,1569,2
510,982,2
511,1077,2
512,1233,2
513,1246,0
514,1413,2
515,1437,0
516,1293,2
517,1466,2
518,1469,2
519,1483,2
520,1486,2
521,1495,2
522,1539,2
523,1540,2
524,1545,2
525,1563,2
526,972,2
527,10930,2
528,64,2
529,11010,2
530,2328,0
531,2267,2
532,2100,2
533,2104,2
534,2164,0
535,2206,2
536,2427,0
537,2196,2
538,2429,2
539,1741,2
540,2293,3
541,2325,0
542,2430,2
543,2696,2
544,2865,2
545,2879,0
546,2937,2
547,2958,2
548,2975,2
549,3007,2
550,3022,0
551,3026,2
552,3077,2
553,3141,2
554,3146,2
555,2838,2
556,2635,2
557,2697,2
558,2492,0
559,2760,2
560,2743,2
561,2753,2
562,2536,2
563,2577,0
564,2581,0
565,2592,2
566,2614,2
567,2789,0
568,2813,2
569,3148,2
570,1963,0
571,1716,0
572,1121,2
573,1131,2
574,1192,0
575,1193,0
576,1201,2
577,1252,0
578,1386,0
579,1388,2
580,1295,0
581,1296,0
582,1298,0
583,1299,0
584,1307,2
585,961,2
586,787,0
587,22087,2
588,22088,6
589,22091,2
590,22100,2
591,22101,2
592,22102,5
593,792,2
594,31,2
595,32,2
596,67,2
597,70,0
598,464,2
599,473,0
600,482,2
601,486,2
602,494,0
603,784,2
604,22060,2
605,1324,2
606,1332,2
607,1341,0
608,1837,2
609,1865,2
610,1877,2
611,1878,2
612,1884,0
613,1885,0
614,1669,0
615,1846,2
616,1581,2
617,1496,2
618,1537,2
619,1547,2
620,1570,2
621,1577,0
622,1578,0
623,3237,2
624,3917,2
625,3920,2
626,3953,2
627,3960,0
628,3970,2
629,3916,2
630,4003,2
631,4014,0
632,4045,2
633,4051,0
634,4178,2
635,3735,2
636,3627,0
637,3633,2
638,3641,2
639,3842,2
640,3851,2
641,3868,2
642,4467,2
643,4390,0
644,4408,2
645,4412,0
646,4413,2
647,4415,2
648,4416,0
649,4466,2
650,4420,2
651,4478,2
652,13323,0
653,4445,2
654,4493,2
655,4348,2
656,4181,2
657,4186,0
658,4190,0
659,4225,2
660,4085,2
661,4102,2
662,4103,0
663,4334,2
664,4337,2
665,3719,3
666,3268,2
667,3271,0
668,22006,2
669,3480,2
670,3528,2
671,3554,2
672,3553,2
673,3556,2
674,3598,0
675,3599,0
676,3688,2
677,3695,2
678,3558,2
679,3446,2
680,3459,0
681,3328,2
682,3340,2
683,3349,0
684,22005,2
685,22004,2
686,13463,2
687,13449,2
688,12751,2
689,13558,0
690,12771,0
691,12795,2
692,12796,2
693,12828,2
694,12871,0
695,13460,2
696,13310,0
697,13314,0
698,13328,0
699,13332,0
700,13334,4
701,13338,0
702,13339,3
703,13340,3
704,13367,0
705,12890,0
706,14470,2
707,14477,0
708,14575,2
709,15045,3
710,15047,2
711,15050,2
712,14583,0
713,15112,2
714,14960,2
715,13701,0
716,13703,2
717,13708,2
718,13026,0
719,13805,0
720,13818,0
721,13822,2
722,13860,2
723,14228,4
724,14262,2
725,14274,2
726,14957,2
727,14958,2
728,13309,0
729,13308,2
730,12549,2
731,12563,2
732,13159,2
733,12568,0
734,12612,2
735,12663,2
736,12688,2
737,12696,2
738,12697,2
739,12543,2
740,12698,2
741,12707,2
742,12723,0
743,13210,2
744,13213,2
745,13214,2
746,13216,2
747,13217,2
748,12472,2
749,12382,0
750,12360,2
751,11012,2
752,11056,2
753,11081,2
754,11354,2
755,11159,2
756,11400,0
757,8065,2
758,11488,2
759,11498,2
760,11811,2
761,11655,2
762,11829,2
763,11703,5
764,11785,2
765,11953,2
766,12193,2
767,12194,2
768,12020,2
769,12021,2
770,12023,0
771,12346,0
772,13218,2
773,13225,0
774,13227,0
775,13265,0
776,13266,2
777,13267,2
778,13269,0
779,13272,2
780,13275,0
781,13277,3
782,13278,2
783,13279,2
784,13251,0
785,13281,3
786,13294,5
787,13300,3
788,13301,0
789,13302,2
790,13303,0
791,13250,0
792,13249,0
793,13247,8
794,13232,0
795,13234,0
796,13240,0
797,13241,2
798,13242,0
799,13246,3
800,13226,2
801,10937,2
802,14648,0
803,19773,0
804,19778,2
805,20111,0
806,20125,2
807,20202,2
808,20448,2
809,20454,0
810,20609,2
811,20614,2
812,20615,2
813,20628,2
814,18379,2
815,19291,2
816,18622,2
817,18698,0
818,18913,0
819,19043,2
820,19430,2
821,20644,2
822,21361,2
823,21397,0
824,21442,2
825,21445,2
826,21447,2
827,21708,0
828,21761,2
829,21762,2
830,21942,3
831,21956,2
832,21961,2
833,21968,2
834,22003,3
835,21358,2
836,20305,0
837,20285,2
838,20304,2
839,18259,2
840,18201,0
841,17987,2
842,17945,2
843,16051,0
844,16052,2
845,16073,0
846,16076,2
847,16079,2
848,16116,2
849,16117,2
850,16122,2
851,16141,0
852,16156,2
853,16193,0
854,16197,2
855,16206,2
856,16208,2
857,16209,2
858,15553,0
859,15546,2
860,14668,2
861,14711,0
862,14803,2
863,14808,2
864,15239,2
865,15240,2
866,15261,2
867,15281,2
868,15284,3
869,15291,2
870,15323,2
871,15402,2
872,15470,2
873,15480,2
874,15854,2
875,16210,2
876,17335,2
877,17376,2
878,17387,2
879,17409,2
880,17481,2
881,17755,2
882,17581,2
883,17774,4
884,17897,2
885,16227,2
886,16245,2
887,15811,2
888,16450,2
889,16451,2
890,16541,2
891,16844,2
892,16923,2
893,17027,2
894,17162,2
895,17657,2
896,17665,0
897,16219,2
898,22145,2
899,22163,2
900,1239,2
901,1384,2
902,1390,2
903,1284,0
904,1484,2
905,1560,2
906,1564,2
907,1571,2
908,20404,2
909,20475,0
910,20631,2
911,20734,2
912,20303,3
913,21440,2
914,21622,0
915,21656,2
916,21670,2
917,21843,2
918,21881,2
919,2424,2
920,2787,0
921,2808,2
922,2874,2
923,1970,2
924,2039,2
925,2885,2
926,20395,2
927,20350,2
928,15262,2
929,15265,2
930,15282,0
931,15288,0
932,15348,2
933,15489,2
934,15415,0
935,15497,2
936,15498,2
937,16056,2
938,16118,2
939,16143,2
940,16145,2
941,16182,2
942,16004,0
943,15237,2
944,16784,2
945,17874,0
946,17889,2
947,17978,2
948,17990,2
949,19406,2
950,19125,2
951,19581,0
952,19636,2
953,19813,0
954,19817,2
955,20349,2
956,16790,2
957,16560,2
958,16825,2
959,16988,0
960,17032,0
961,17042,2
962,17046,2
963,17131,2
964,20386,2
965,5269,0
966,5242,2
967,5043,0
968,5051,2
969,5060,2
970,5383,0
971,5331,2
972,5747,2
973,5811,2
974,4555,2
975,4557,2
976,4564,2
977,4840,2
978,4873,2
979,4894,3
980,4895,2
981,4966,2
982,4706,2
983,6415,2
984,6421,0
985,6457,2
986,6674,2
987,6687,2
988,6727,2
989,6728,0
990,6505,0
991,6023,2
992,5903,2
993,5905,3
994,5913,2
995,5655,2
996,5658,0
997,5661,2
998,5664,2
999,6073,2
1000,6082,2
1001,4388,2
1002,4387,3
1003,2954,0
1004,3216,2
1005,3244,2
1006,3245,0
1007,4241,2
1008,4349,2
1009,4360,2
1010,3822,2
1011,3546,2
1012,3708,2
1013,3734,3
1014,3839,0
1015,6730,0
1016,15017,0
1017,5904,0
1018,5583,2
1019,5670,2
1020,6129,0
1021,5825,2
1022,6768,2
1023,7005,2
1024,6376,2
1025,4992,2
1026,7067,2
1027,4896,2
1028,3572,0
1029,3635,2
1030,3833,2
1031,3838,2
1032,4721,2
1033,3338,0
1034,3479,2
1035,4769,2
1036,4811,2
1037,4838,2
1038,4722,0
1039,4354,2
1040,3871,2
1041,4056,0
1042,4060,0
1043,4251,2
1044,4271,2
1045,4897,2
1046,7220,2
1047,13236,2
1048,13205,2
1049,13274,0
1050,13285,0
1051,13286,0
1052,13287,0
1053,13298,0
1054,12646,0
1055,12362,2
1056,13122,2
1057,11530,0
1058,12124,0
1059,12134,3
1060,11938,2
1061,11974,0
1062,11983,2
1063,13719,2
1064,13741,2
1065,13826,2
1066,13827,2
1067,14019,2
1068,12957,2
1069,14057,2
1070,14457,2
1071,12826,2
1072,13387,0
1073,10349,2
1074,10346,2
1075,10342,2
1076,7724,2
1077,7728,0
1078,7729,0
1079,7872,2
1080,7982,2
1081,7926,0
1082,7934,2
1083,7723,2
1084,7937,2
1085,8455,2
1086,8457,0
1087,8543,2
1088,8544,2
1089,7856,2
1090,7224,5
1091,7230,0
1092,7780,2
1093,7807,2
1094,7809,2
1095,7838,2
1096,7840,2
1097,7842,2
1098,8549,0
1099,8416,2
1100,10211,2
1101,10333,2
1102,10336,2
1103,8735,2
1104,8738,2
1105,8569,2
1106,8826,0
1107,8898,2
1108,8930,2
1109,9015,0
1110,9404,2
1111,9167,0
1112,4261,2
1113,4455,0
1114,4359,2
1115,4395,2
1116,4063,2
1117,4143,0
1118,3622,2
1119,3823,2
1120,4049,2
1121,4050,2
1122,4424,2
1123,5812,0
1124,5911,2
1125,5581,2
1126,4634,2
1127,4669,2
1128,5204,2
1129,4980,2
1130,4999,2
1131,5025,0
1132,3713,2
1133,5634,2
1134,3605,2
1135,3115,2
1136,3394,2
1137,2445,2
1138,2744,2
1139,2853,2
1140,3342,2
1141,3557,2
1142,3447,2
1143,5638,2
1144,9786,2
1145,9795,2
1146,9862,2
1147,9972,0
1148,10043,0
1149,10132,2
1150,10190,2
1151,9532,2
1152,8596,0
1153,8624,2
1154,8656,2
1155,8704,2
1156,8816,2
1157,8839,5
1158,9356,3
1159,9402,2
1160,9408,2
1161,10177,2
1162,10348,2
1163,12516,0
1164,12526,2
1165,12715,0
1166,13219,0
1167,13233,0
1168,12125,0
1169,13235,0
1170,13237,2
1171,11779,0
1172,11772,0
1173,10487,2
1174,10773,0
1175,10774,0
1176,10775,0
1177,11304,2
1178,10915,2
1179,10943,2
1180,10987,2
1181,11055,2
1182,11058,2
1183,11160,0
1184,11186,2
1185,11252,2
1186,11760,0
1187,11762,0
1188,8571,2
1189,8397,3
1190,6625,2
1191,6632,2
1192,6356,0
1193,6763,3
1194,6492,2
1195,6436,2
1196,6063,2
1197,6008,2
1198,6070,0
1199,6081,2
1200,6090,2
1201,6165,0
1202,6183,2
1203,6766,2
1204,7669,0
1205,7894,2
1206,7812,2
1207,8113,0
1208,8528,2
1209,7798,2
1210,7019,2
1211,6888,2
1212,7202,4
1213,7233,2
1214,7338,2
1215,7493,2
1216,7534,2
1217,7736,2
1218,12081,2
1219,13104,2
1220,12500,0
1221,12506,0
1222,12507,2
1223,12528,2
1224,12551,2
1225,12637,0
1226,12527,2
1227,13263,0
1228,11927,2
1229,11922,2
1230,10448,0
1231,10551,2
1232,11925,2
1233,10928,2
1234,11593,2
1235,11784,2
1236,11921,2
1237,10918,2
1238,13264,0
1239,13299,3
1240,12805,2
1241,12912,2
1242,12974,2
1243,13636,2
1244,13700,2
1245,13869,2
1246,13880,2
1247,13881,2
1248,13903,2
1249,13923,2
1250,14247,2
1251,13370,0
1252,13405,2
1253,7315,2
1254,7331,2
1255,7805,2
1256,7834,2
1257,7839,2
1258,7147,0
1259,7135,0
1260,7133,0
1261,6834,2
1262,6836,0
1263,7047,2
1264,7071,2
1265,7075,2
1266,14252,2
1267,7893,3
1268,9541,2
1269,9784,2
1270,10292,2
1271,10438,2
1272,9413,2
1273,8237,2
1274,8287,0
1275,8766,2
1276,8778,2
1277,8993,0
1278,7727,0
1279,14321,2
1280,1007,2
1281,1224,2
1282,1377,2
1283,1387,2
1284,1391,2
1285,21427,2
1286,1329,2
1287,1465,2
1288,2031,2
1289,1725,2
1290,1717,2
1291,1905,2
1292,15287,2
1293,16121,2
1294,16167,2
1295,16170,2
1296,15706,2
1297,16436,2
1298,15255,2
1299,14389,2
1300,14390,2
1301,15040,2
1302,14710,2
1303,14736,0
1304,14801,2
1305,14809,2
1306,14313,2
1307,19439,2
1308,19454,2
1309,19205,0
1310,19908,0
1311,20104,2
1312,19405,2
1313,20204,2
1314,20463,2
1315,20748,0
1316,19289,2
1317,18380,2
1318,17660,2
1319,17279,2
1320,17888,2
1321,17921,2
1322,18174,0
1323,18280,2
1324,18378,2
1325,16676,2
1326,4548,0
1327,21460,0
1328,21676,2
1329,21683,2
1330,21722,0
1331,21811,2
1332,20286,0
1333,22092,4
1334,1389,2
1335,1409,2
1336,988,0
1337,1557,2
1338,1464,2
1339,975,2
1340,940,0
1341,939,0
1342,22164,2
1343,76,2
1344,758,0
1345,829,2
1346,938,0
1347,18646,2
1348,18734,2
1349,18910,2
1350,18926,0
1351,18944,2
1352,18980,0
1353,19058,2
1354,19116,2
1355,19144,2
1356,19163,2
1357,19033,2
1358,18579,2
1359,19290,2
1360,17772,2
1361,17773,2
1362,17811,2
1363,17887,2
1364,18101,2
1365,18570,2
1366,18344,2
1367,18360,2
1368,18106,2
1369,19204,0
1370,19219,0
1371,20626,0
1372,20259,2
1373,20264,2
1374,20271,0
1375,20266,2
1376,20610,2
1377,19765,0
1378,19794,2
1379,20041,2
1380,20225,2
1381,20335,2
1382,6128,2
1383,6252,2
1384,6286,2
1385,5906,2
1386,5552,2
1387,5065,2
1388,5380,2
1389,5355,0
1390,5816,2
1391,5896,2
1392,7935,2
1393,8085,0
1394,8178,0
1395,7713,2
1396,8694,0
1397,8702,2
1398,8743,2
1399,8845,2
1400,8868,0
1401,9361,0
1402,7657,2
1403,7790,2
1404,6863,0
1405,7232,0
1406,2484,2
1407,3140,0
1408,2210,2
1409,1775,0
1410,17459,2
1411,3866,2
1412,3656,2
1413,3458,2
1414,3277,2
1415,3286,2
1416,3543,2
1417,3552,2
1418,3580,2
1419,3609,2
1420,17420,0
1421,17374,2
1422,11997,2
1423,12465,2
1424,12498,2
1425,13139,2
1426,12706,0
1427,11931,2
1428,11292,2
1429,10778,2
1430,10812,0
1431,10927,2
1432,10935,0
1433,11435,2
1434,12117,0
1435,11607,2
1436,11690,0
1437,11694,0
1438,11769,0
1439,11770,0
1440,11771,0
1441,11775,0
1442,11575,2
1443,12708,2
1444,13209,0
1445,13399,2
1446,13273,0
1447,13212,0
1448,13220,0
1449,13238,2
1450,10554,0
1451,10480,2
1452,9422,2
1453,8961,2
1454,8967,0
1455,9330,0
1456,9565,2
1457,9365,0
1458,9394,2
1459,9390,2
1460,10378,2
1461,10660,2
1462,10453,2
1463,9976,0
1464,10094,2
1465,10300,2
1466,10529,2
1467,13503,0
1468,13499,3
1469,16086,2
1470,16125,2
1471,16147,2
1472,16160,2
1473,16053,2
1474,16146,2
1475,16184,2
1476,16016,2
1477,16020,2
1478,15286,2
1479,16013,2
1480,15300,2
1481,15303,2
1482,15511,2
1483,15875,0
1484,16002,2
1485,16019,2
1486,15302,2
1487,16954,2
1488,17108,2
1489,17168,2
1490,17270,2
1491,16937,2
1492,16234,2
1493,16236,0
1494,15594,2
1495,15635,2
1496,15640,2
1497,16287,6
1498,16787,2
1499,16586,2
1500,16735,2
1501,14777,2
1502,13696,2
1503,13699,0
1504,12990,2
1505,13009,0
1506,13040,2
1507,13646,0
1508,13888,2
1509,13889,2
1510,13893,2
1511,13894,2
1512,13919,0
1513,13645,0
1514,13637,2
1515,13536,0
1516,13544,0
1517,12889,2
1518,12958,2
1519,12970,2
1520,13633,0
1521,13635,2
1522,13958,2
1523,17416,2
1524,14476,2
1525,14521,0
1526,14628,2
1527,14751,2
1528,14755,2
1529,14075,2
1530,14267,2
1531,14286,2
1532,14335,2
1533,14964,0
1534,14967,0
1535,14968,0
1536,14020,2
1537,9463,0
1538,7526,2
1539,7531,2
1540,7592,0
1541,7607,0
1542,7646,0
1543,7879,2
1544,6747,2
1545,6371,0
1546,6903,0
1547,7054,2
1548,7070,2
1549,7085,2
1550,8734,0
1551,8736,2
1552,8737,0
1553,8756,2
1554,8768,0
1555,8863,2
1556,8902,2
1557,8733,0
1558,8919,2
1559,9275,2
1560,8986,2
1561,9307,2
1562,9308,0
1563,9323,2
1564,9354,0
1565,9399,0
1566,9410,2
1567,8958,2
1568,8732,0
1569,8192,0
1570,8453,0
1571,8454,0
1572,8529,0
1573,8545,0
1574,5246,2
1575,5042,0
1576,5322,0
1577,5472,0
1578,5815,2
1579,4877,0
1580,4141,0
1581,4156,0
1582,4231,2
1583,4247,2
1584,4084,2
1585,4539,0
1586,4540,0
1587,4839,2
1588,4608,0
1589,6386,2
1590,6420,2
1591,6297,0
1592,5843,0
1593,5654,2
1594,5676,0
1595,9424,0
1596,11373,0
1597,11385,0
1598,11237,0
1599,11238,0
1600,11266,0
1601,11430,0
1602,11579,2
1603,11678,0
1604,11704,0
1605,11875,2
1606,11371,0
1607,11372,0
1608,13244,2
1609,13268,2
1610,13270,0
1611,13271,0
1612,13283,0
1613,3424,2
1614,13290,0
1615,13291,2
1616,12132,0
1617,12220,0
1618,12040,2
1619,12231,0
1620,13100,2
1621,13105,2
1622,12467,0
1623,12486,0
1624,13128,0
1625,11369,0
1626,9928,0
1627,9985,2
1628,10021,2
1629,10028,0
1630,10146,0
1631,10324,0
1632,10351,0
1633,10402,0
1634,10329,0
1635,9465,0
1636,9466,0
1637,9468,0
1638,9513,2
1639,10203,0
1640,10425,2
1641,11370,0
1642,10495,0
1643,10513,2
1644,10777,2
1645,10780,0
1646,10979,2
1647,10990,2
1648,11074,0
1649,11170,0
1650,11365,0
1651,16211,2
1652,16639,0
1653,16975,2
1654,17011,2
1655,17655,2
1656,17785,2
1657,18147,2
1658,18355,0
1659,18685,2
1660,14848,0
1661,15374,2
1662,15411,0
1663,15412,0
1664,15481,2
1665,15513,0
1666,16126,2
1667,16139,0
1668,19431,2
1669,19176,2
1670,21367,2
1671,21612,0
1672,21673,2
1673,21848,2
1674,22022,0
1675,22162,2
1676,19552,0
1677,19597,2
1678,19858,2
1679,20624,0
1680,8077,2
1681,11069,2
1682,11961,2
1683,11975,0
1684,12204,0
1685,10802,0
1686,10072,0
1687,10343,2
1688,10347,2
1689,10751,0
1690,12286,2
1691,51,0
1692,12503,0
1693,12541,2
1694,12927,2
1695,13718,2
1696,14151,0
1697,14064,2
1698,14126,2
1699,13397,2
1700,3028,2
1701,2425,0
1702,2861,2
1703,2866,2
1704,2883,2
1705,2884,2
1706,2791,0
1707,3758,0
1708,3760,0
1709,3832,2
1710,3862,0
1711,3908,0
1712,3945,0
1713,3755,0
1714,3673,2
1715,3689,2
1716,2050,2
1717,701,0
1718,719,0
1719,640,0
1720,794,0
1721,806,2
1722,639,0
1723,638,2
1724,491,2
1725,80,0
1726,91,0
1727,140,0
1728,249,0
1729,259,0
1730,353,0
1731,428,0
1732,478,0
1733,832,0
1734,835,2
1735,1582,0
1736,1586,2
1737,1816,2
1738,2040,2
1739,837,0
1740,1074,0
1741,1406,2
1742,8951,0
1743,12529,0
1744,13151,2
1745,12671,0
1746,12675,2
1747,12686,2
1748,12701,2
1749,12709,0
1750,13208,0
1751,13306,0
1752,13317,2
1753,13330,0
1754,13331,2
1755,13335,0
1756,13304,0
1757,13336,2
1758,12732,0
1759,13280,0
1760,12501,2
1761,10676,0
1762,10452,2
1763,10507,0
1764,10718,2
1765,10784,2
1766,10651,0
1767,11306,2
1768,11063,0
1769,10633,0
1770,10045,0
1771,10083,2
1772,10334,2
1773,10614,2
1774,10381,2
1775,11132,2
1776,12232,0
1777,12054,0
1778,12064,2
1779,12082,0
1780,12090,2
1781,12333,0
1782,12361,2
1783,12469,0
1784,12475,2
1785,12477,2
1786,12066,2
1787,11930,2
1788,11207,2
1789,11404,2
1790,11534,0
1791,11913,2
1792,13123,0
1793,15395,2
1794,15416,0
1795,15419,0
1796,15459,0
1797,15483,2
1798,15280,2
1799,15484,2
1800,15512,0
1801,15866,2
1802,15868,0
1803,15876,0
1804,15492,2
1805,15279,2
1806,14663,2
1807,14691,0
1808,15162,0
1809,15164,0
1810,15166,0
1811,14784,0
1812,14866,0
1813,15213,2
1814,16009,2
1815,15577,0
1816,15665,0
1817,15739,2
1818,15788,0
1819,15806,2
1820,16534,2
1821,16657,0
1822,16680,2
1823,16721,2
1824,16898,2
1825,16041,0
1826,16043,2
1827,16110,2
1828,16135,2
1829,16153,2
1830,16155,2
1831,16200,2
1832,13653,0
1833,13661,2
1834,13743,0
1835,13745,0
1836,14152,0
1837,13834,2
1838,13628,2
1839,12802,0
1840,12830,2
1841,12860,2
1842,12891,0
1843,12917,2
1844,12961,0
1845,13632,0
1846,10039,2
1847,15027,0
1848,15052,0
1849,15067,2
1850,14124,2
1851,14253,0
1852,14282,2
1853,14963,0
1854,10032,0
1855,10005,0
1856,6057,2
1857,6007,2
1858,5684,2
1859,5943,0
1860,5945,2
1861,5946,2
1862,5950,0
1863,5953,0
1864,5956,0
1865,6186,0
1866,6247,2
1867,6249,0
1868,6641,2
1869,6316,2
1870,6678,0
1871,5660,2
1872,5012,2
1873,5044,2
1874,5361,2
1875,5362,2
1876,4841,2
